"name","min_players","max_players","play_time","min_age","users_rated","rating_average","bgg_rank","complexity_average","mechanics","domains","game_age","Stars"
"Deranged",3,6,180,12,155,7.21,9697,3.11,"Area Movement, Deck Bag and Pool Building, Modular Board, Traitor Game, Variable Player Powers","Basic",3,"4"
"Oriflamme: Ablaze",3,5,30,10,33,7.97,9698,3,"Action Queue, Betting and Bluffing, Card Play Conflict Resolution, Hand Management","Basic",2,"4"
"Ab durch die Mauer",2,4,20,7,73,6.68,9699,1,"Memory, Set Collection","Basic",3,"4"
"Wallamoppi",2,2,15,7,221,5.9,9700,1.04,"Real-Time, Stacking and Balancing","Basic",17,"3"
"El Mortal",2,6,20,10,170,6.52,9701,1.6,"Take That","Basic",4,"4"
"Bloody Omaha: D-Day 1944",2,2,180,12,42,7.96,9702,4.64,"Hexagon Grid, Secret Unit Deployment, Simulation","Wargames",13,"4"
"Anno Domini: Gesundheit und Ernährung",2,8,30,10,60,6.94,9703,2,"Card Drafting","Basic",17,"4"
"Dragon Boats of the Four Seas",2,4,45,12,61,7.01,9704,2.5,"Action Points, Area Majority , Influence, Area Movement, Auction,Bidding, Set Collection","Basic",3,"4"
"Quissama",2,5,45,10,72,7.25,9705,2.67,"Area Majority , Influence, Card Drafting, Hand Management, Worker Placement","Basic",7,"4"
"Group of Soviet Forces Germany",1,2,240,12,80,6.63,9706,2.54,"Hexagon Grid, Simulation","Wargames",19,"4"
"Unfinished Case of Holmes",2,12,120,12,122,6.37,9707,2.33,"Cooperative Game, Paper-and-Pencil, Pattern Recognition, Role Playing, Storytelling","Basic",5,"4"
"Tony & Tino",2,2,30,10,256,5.86,9708,1.69,"Tile Placement","Basic",20,"3"
"Triad",2,2,15,7,47,7.45,9709,2.67,"Grid Movement, Pattern Building","Basic",4,"4"
"Krosmaster: Arena - Duel Pack 2",2,2,10,10,61,7.04,9710,1,"Action Points, Push Your Luck, Variable Player Powers","Basic",8,"4"
"Jungle",2,2,20,6,301,5.96,9711,1.83,"Grid Movement, Rock-Paper-Scissors, Square Grid, Static Capture","Abstract Games",2022,"3"
"Carla Cat",2,8,20,5,596,5.73,9712,1.02,"Dice Rolling, Pattern Recognition","Children's Games",67,"3"
"Yomi Starter Set: Grave versus Jaina",2,2,30,8,77,6.52,9713,2,"Hand Management, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers","Basic",6,"4"
"Ucho Króla",2,6,45,10,167,6.09,9714,2.14,"Campaign , Battle Card Driven, Card Drafting","Basic",8,"4"
"Codenames: The Simpsons",2,8,15,8,76,7.09,9715,1,"Memory, Pattern Recognition, Push Your Luck, Team-Based Game","Basic",3,"4"
"Escape the Room: The Cursed Dollhouse",1,4,120,13,65,6.77,9716,4.33,"Cooperative Game, Memory, Paper-and-Pencil, Pattern Recognition, Storytelling","Basic",2,"4"
"Journey to the Center of the Earth",1,50,20,10,46,7.38,9717,1,"Bingo, Line Drawing, Paper-and-Pencil, Solo , Solitaire Game","Basic",2,"4"
"Grand Imperialism",2,6,60,8,78,6.93,9718,2.2,"Area Majority , Influence, Area Movement, Card Drafting, Dice Rolling","Wargames",44,"4"
"Coma Ward",2,6,60,18,218,6.27,9719,3.2,"Action Points, Cooperative Game, Dice Rolling, Tile Placement, Variable Phase Order","Basic",4,"4"
"Robin",2,6,20,8,295,5.86,9720,1.26,"Set Collection, Trading","Family Games",8,"3"
"They Shall Not Pass: The Battle of Verdun 1916",2,2,90,12,93,6.61,9721,2.61,"Dice Rolling, Hexagon Grid","Wargames",15,"4"
"Inception",4,8,30,15,107,6.62,9722,2.2,"Hand Management, Team-Based Game","Strategy Games",11,"4"
"Hell Hath No Fury",2,2,90,12,83,6.82,9723,2.7,"Hexagon Grid","Wargames",37,"4"
"Archaeology",2,4,20,10,146,6.18,9724,1.08,"Card Drafting, Set Collection","Basic",15,"4"
"Armata Strigoi",2,5,90,14,91,6.77,9725,2.25,"Cooperative Game, Deck Bag and Pool Building, Hand Management, Modular Board, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers","Basic",3,"4"
"Auf Fotosafari in Ombagassa",3,6,60,8,61,6.94,9726,1,"Not mentioned","Basic",37,"4"
"Jungle Brunch",2,5,20,6,167,6.06,9727,1.75,"Hand Management, Simultaneous Action Selection","Basic",10,"4"
"Desert Island",4,6,60,8,117,6.27,9728,2,"Role Playing, Variable Player Powers","Basic",7,"4"
"Expedition Sumatra",2,4,45,8,137,6.17,9729,2.43,"Pick-up and Deliver, Tile Placement","Basic",12,"4"
"Kleine Helden",2,5,45,0,174,6.12,9730,1.87,"Dice Rolling, Hand Management, Variable Player Powers","Basic",15,"4"
"What's Missing?",3,6,20,7,70,6.99,9731,1,"Line Drawing, Paper-and-Pencil","Basic",2,"4"
"Ocean Limbo",2,5,20,5,129,6.16,9732,1.06,"Not mentioned","Basic",11,"4"
"Woolfy",1,4,20,4,87,6.57,9733,1,"Cooperative Game, Roll , Spin and Move","Basic",13,"4"
"Star Viking",2,2,60,10,103,6.47,9734,2.8,"Tile Placement, Trading","Strategy Games, Wargames",41,"4"
"Patton in Flames",2,3,120,12,62,6.97,9735,4.91,"Hexagon Grid","Wargames",22,"4"
"Zoff im Hühnerhof",2,4,20,4,87,6.51,9736,1.1,"Area Movement","Children's Games",16,"4"
"Tesseract",2,4,30,8,106,6.46,9737,2,"Pattern Building","Basic",7,"4"
"Avec Infini Regret II",2,2,0,12,41,7.68,9738,3.25,"Dice Rolling, Hexagon Grid, Simulation","Wargames",6,"4"
"Vampire Radar",2,4,60,10,89,6.43,9739,2,"Grid Movement, Hidden Movement, Secret Unit Deployment, Team-Based Game","Basic",8,"4"
"Warhammer 40,000: Kill Team",2,2,0,12,59,7.06,9740,0,"Action Points, Dice Rolling, Variable Player Powers","Basic",6,"4"
"On the Cards",2,6,30,10,82,6.55,9741,1.56,"Trick-taking","Basic",11,"4"
"Iwo Jima: Valor of Arms, 19 Feb. - 25 March 1945",1,1,240,12,87,6.65,9742,2.82,"Dice Rolling, Hexagon Grid","Wargames",39,"4"
"Star Wars Labyrinth",2,4,30,7,151,6.09,9743,1.17,"Modular Board","Basic",10,"4"
"Europa: Paris ist ja klar, aber wo liegt Córdoba?",2,6,45,10,84,6.55,9744,1.71,"Betting and Bluffing, Push Your Luck, Set Collection","Basic",13,"4"
"A las Barricadas! (2nd Edition)",2,2,120,12,64,7.29,9745,3,"Dice Rolling, Hexagon Grid, Simulation","Wargames",7,"4"
"Corruption",3,7,45,10,337,5.82,9746,1.82,"Hand Management","Family Games, Strategy Games",22,"3"
"Dreadnought: Surface Combat in the Battleship Era, 1906-45",2,2,120,12,180,6.19,9747,2.4,"Action Queue, Hexagon Grid","Wargames",47,"4"
"Iberian Railways",3,5,60,14,64,6.82,9748,2,"Not mentioned","Basic",5,"4"
"Castle Merchants",2,4,45,10,359,5.78,9749,1.92,"Hand Management, Pick-up and Deliver, Tile Placement","Family Games, Strategy Games",17,"3"
"Skippity",2,4,30,5,108,6.4,9750,2.17,"Point to Point Movement, Set Collection","Basic",12,"4"
"Riga",2,4,50,10,115,6.27,9751,2,"Commodity Speculation, Hand Management","Basic",5,"4"
"War & Peace",2,5,180,0,75,6.74,9752,2.29,"Area Majority , Influence, Area Movement, Dice Rolling","Wargames",10,"4"
"Shogun Triumphant",2,2,180,12,102,6.51,9753,2.89,"Hexagon Grid","Wargames",29,"4"
"Thunder's Edge",3,5,300,12,146,6.17,9754,3.13,"Modular Board, Tile Placement, Trading","Wargames",23,"4"
"The Long Road",2,4,45,8,57,7.01,9755,2,"Area Majority , Influence, Deck Bag and Pool Building, Hand Management","Basic",4,"4"
"Gold River",2,5,35,8,68,6.85,9756,1.5,"Auction,Bidding, Dice Rolling, Set Collection","Basic",2,"4"
"A las Barricadas!",2,2,120,12,68,7.13,9757,2.73,"Dice Rolling, Hexagon Grid, Simulation","Wargames",16,"4"
"Nika",2,4,30,8,102,6.51,9758,2.2,"Grid Movement, Team-Based Game","Abstract Games",8,"4"
"Pirates of the Caribbean PocketModel Game",2,10,30,8,79,6.81,9759,1.5,"Dice Rolling, Measurement Movement, Pick-up and Deliver, Race, Scenario , Mission , Campaign Game, Variable Player Powers, Variable Set-up","Basic",15,"4"
"Gamedec",1,6,75,12,116,6.61,9760,3.17,"Dice Rolling, Hand Management, Role Playing, Variable Player Powers","Basic",9,"4"
"Speakeasy",2,2,30,8,113,6.31,9761,1.88,"Memory, Point to Point Movement, Rock-Paper-Scissors, Secret Unit Deployment","Basic",8,"4"
"Expedition Altiplano",2,2,30,10,179,6.07,9762,1.94,"Card Drafting, Hand Management, Take That","Strategy Games, Thematic Games",16,"4"
"Tante Tarantel",3,5,30,10,133,6.15,9763,1.21,"Point to Point Movement, Roll , Spin and Move","Children's Games",31,"4"
"The Mediterranean",0,0,480,12,60,6.96,9764,3.31,"Hexagon Grid, Simulation","Wargames",17,"4"
"Burgenland",2,4,45,8,144,6.12,9765,2.2,"Card Drafting, Set Collection","Basic",8,"4"
"The Refuge: Terror from the Deep",1,6,60,14,61,7.49,9766,2,"Area Movement, Cooperative Game, Hand Management, Take That, Variable Player Powers","Basic",3,"4"
"Galopp Royal",3,6,45,9,224,5.89,9767,1.65,"Auction,Bidding","Basic",27,"3"
"Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail",2,2,90,12,49,7.4,9768,3.6,"Bias, Dice Rolling, Measurement Movement, Scenario , Mission , Campaign Game, Simulation","Wargames",44,"4"
"The Genius Square",1,2,30,6,83,6.73,9769,1,"Not mentioned","Basic",4,"4"
"Power",2,4,30,10,255,6.02,9770,2.63,"Area Movement, Secret Unit Deployment, Simultaneous Action Selection","Abstract Games, Wargames",41,"4"
"Bruti",2,4,50,14,296,6.87,9771,1.76,"Hand Management, Variable Player Powers","Basic",7,"4"
"Phantom",2,2,30,10,104,6.37,9772,2,"Area Majority , Influence, Hand Management","Basic",10,"4"
"Pitch'n Dunk",2,2,20,8,38,7.7,9773,1.83,"Not mentioned","Basic",11,"4"
"Kung Fur Fight!",2,2,30,10,52,8.01,9774,2.5,"Hand Management, Simultaneous Action Selection, Take That","Basic",4,"5"
"Gauner raus!",2,4,60,10,89,6.66,9775,2.75,"Dice Rolling, Paper-and-Pencil, Pattern Recognition, Push Your Luck","Basic",6,"4"
"18PA",3,5,180,0,46,7.26,9776,3.5,"Network and Route Building, Stock Holding","Basic",11,"4"
"48th Panzerkorps",2,2,240,12,71,6.83,9777,2.91,"Dice Rolling, Hexagon Grid, Ratio , Combat Results Table, Simulation, Zone of Control","Wargames",31,"4"
"Lion of Judah: The War for Ethiopia, 1935-1941",2,2,240,0,44,7.63,9778,3.4,"Hexagon Grid","Wargames",5,"4"
"Victory in Vietnam",2,2,180,12,46,7.48,9779,3.13,"Dice Rolling, Hexagon Grid, Secret Unit Deployment","Wargames",23,"4"
"Rummikub XP",2,6,60,6,91,6.56,9780,1,"Tile Placement","Abstract Games",30,"4"
"Kazaam",2,5,60,8,227,6.39,9781,1.82,"Action Points, Hand Management, Memory, Set Collection, Tile Placement, Variable Player Powers","Basic",14,"4"
"Shiba Inu House",1,5,30,6,224,5.97,9782,1.2,"Pattern Building, Tile Placement","Basic",6,"3"
"SeaSim",2,2,30,10,194,5.97,9783,2.19,"Not mentioned","Basic",18,"3"
"Cubulus",2,3,20,8,142,6.13,9784,2.08,"Pattern Building","Abstract Games",11,"4"
"Warhammer 40,000: Heroes of Black Reach - Drop Zone Demo Kit",2,2,60,14,42,8.06,9785,0,"Action Queue","Basic",5,"5"
"Arvuutin",2,8,30,8,64,6.77,9786,1.67,"Hand Management, Simultaneous Action Selection","Family Games, Party Games",12,"4"
"1800: Colorado",2,3,90,16,109,6.27,9787,3.57,"Network and Route Building, Stock Holding, Tile Placement","Strategy Games",20,"4"
"Magic: The Gathering - Duel Decks: Merfolk Vs. Goblins",2,2,0,13,44,7.54,9788,3,"Campaign , Battle Card Driven, Hand Management, Player Elimination","Basic",5,"4"
"Thinking Man's Golf",1,4,45,0,212,6,9789,1.78,"Not mentioned","Basic",56,"3"
"Alaska",2,4,60,12,374,5.82,9790,1.44,"Pick-up and Deliver, Tile Placement","Family Games",43,"3"
"The Solo System",1,1,240,12,41,7.69,9791,3.33,"Simulation","Basic",6,"4"
"Greentown",2,4,60,10,125,6.19,9792,2.71,"Modular Board, Tile Placement","Basic",16,"4"
"Battlefields of Olympus",2,2,30,10,136,6.17,9793,1.95,"Campaign , Battle Card Driven, Hand Management, Rock-Paper-Scissors","Strategy Games",14,"4"
"C-Cross",2,2,30,10,41,7.51,9794,2,"Pattern Building","Basic",7,"4"
"Caligula",2,5,60,14,220,5.97,9795,2.56,"Auction,Bidding, Card Drafting, Team-Based Game","Basic",13,"3"
"Listography: The Game",2,6,45,10,71,7.05,9796,1,"Paper-and-Pencil","Basic",6,"4"
"Galaxy's Edge",3,4,60,10,175,6.07,9797,2.39,"Dice Rolling, Modular Board","Strategy Games",13,"4"
"Operation Olympic: The Invasion of Japan 1 November 1945",1,2,120,12,127,6.32,9798,2.67,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Secret Unit Deployment, Simulation, Zone of Control","Wargames",48,"4"
"Grand National Derby",2,5,30,10,94,6.4,9799,1.71,"Betting and Bluffing","Strategy Games",26,"4"
"Star Trek Chrono-Trek",2,6,45,11,105,6.5,9800,2.5,"Hand Management, Modular Board, Set Collection","Basic",3,"4"
"Get Rich Quick",3,5,40,8,78,6.61,9801,2,"Hand Management, Simultaneous Action Selection, Worker Placement","Basic",6,"4"
"Skirmish Wars: Advance Tactics",2,4,60,0,68,7.48,9802,2.33,"Modular Board","Wargames",13,"4"
"Stockmarket",2,6,90,12,71,6.7,9803,2.5,"Commodity Speculation, Stock Holding","Basic",35,"4"
"Battleground Fantasy Warfare: Men of Hawkshold",2,2,60,12,60,6.95,9804,2.67,"Variable Phase Order","Wargames",17,"4"
"Munchkin Warhammer 40,000",3,6,90,12,108,6.68,9805,2,"Dice Rolling, Hand Management, Take That, Variable Player Powers","Basic",3,"4"
"Start Frei",2,4,30,10,54,6.99,9806,1.75,"Dice Rolling, Grid Movement, Hand Management, Roll , Spin and Move, Simulation","Basic",8,"4"
"Windup War",2,6,30,8,95,6.73,9807,1.67,"Action Queue, Player Elimination, Simultaneous Action Selection","Basic",5,"4"
"Tinian: The Forgotten Battle",1,2,900,14,37,8.24,9808,3.6,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation","Wargames",3,"5"
"Piquet",2,2,30,8,77,6.67,9809,2.5,"Set Collection, Trick-taking","Basic",488,"4"
"Townsfolk Tussle",2,5,200,14,72,7.7,9810,2.5,"Cooperative Game, Critical Hits and Failures, Square Grid, Team-Based Game","Basic",1,"4"
"Pass the Bomb: Party Edition",2,12,25,12,198,6.02,9811,1.11,"Dice Rolling","Basic",2022,"4"
"Wutaki",2,4,90,14,39,8.42,9812,2.78,"Card Drafting, Hidden Roles, Hidden Victory Points, Roles with Asymmetric Information, Take That, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types","Basic",1,"5"
"Clocktowers",2,4,20,8,561,5.71,9813,1.39,"Card Drafting, Set Collection","Family Games",18,"3"
"Ravenous River",2,7,20,14,189,5.98,9814,1.5,"Hand Management","Basic",6,"3"
"Spaghetti",2,4,30,6,211,6.02,9815,1,"Set Collection","Basic",6,"4"
"The Thing: The Boardgame",1,8,90,14,46,7.81,9816,3,"Hidden Roles, Semi-Cooperative Game, Voting","Basic",1,"4"
"Holmes and Moriarty",2,2,45,12,51,7.24,9817,2.5,"Card Drafting, Pattern Building, Secret Unit Deployment, Simultaneous Action Selection, Trick-taking, Variable Player Powers","Basic",4,"4"
"Namibia",3,4,120,12,118,6.21,9818,3.25,"Auction,Bidding, Commodity Speculation, Network and Route Building, Player Elimination","Basic",12,"4"
"Rabbit Island: Explore, Build, Conquer!",2,4,120,13,52,7.15,9819,2,"Area Majority , Influence, Modular Board, Tile Placement","Basic",2022,"4"
"We Were Brothers",1,6,300,15,61,7.62,9820,3.36,"Action Points, Area Movement, Cooperative Game, Grid Movement, Hexagon Grid, Modular Board, Role Playing, Simulation, Variable Phase Order","Wargames",7,"4"
"Wabbit Wampage",2,4,120,12,216,5.97,9821,2,"Action Points, Hand Management, Variable Player Powers","Thematic Games",37,"3"
"Flash 8",1,4,15,7,64,6.96,9822,1,"Grid Movement, Pattern Building","Basic",3,"4"
"Das Labyrinth des Pharao",1,5,40,8,80,6.56,9823,1.78,"Pattern Building, Tile Placement","Basic",9,"4"
"South Mountain",2,2,360,12,64,6.87,9824,3.07,"Hexagon Grid, Simulation","Wargames",38,"4"
"War in the Ice: The Battle for the Seventh Continent",2,3,360,14,113,6.3,9825,2.76,"Dice Rolling, Hexagon Grid","Wargames",44,"4"
"Clonk!",2,4,30,8,97,6.44,9826,1.5,"Card Drafting, Hand Management, Set Collection","Basic",6,"4"
"Yom Kippur",2,4,120,12,65,6.96,9827,3.4,"Dice Rolling, Hexagon Grid, Movement Points, Ratio , Combat Results Table","Wargames",39,"4"
"Laska",2,2,30,0,85,6.72,9828,2.57,"Grid Movement","Abstract Games",111,"4"
"Ettin",2,8,60,14,50,7.77,9829,2.5,"Drafting, Team-Based Game","Basic",2,"4"
"June '44: The Struggle for Normandy, 1944",2,2,120,0,54,7.26,9830,2.11,"Campaign , Battle Card Driven, Dice Rolling, Hexagon Grid","Wargames",14,"4"
"Junkyard Races",2,8,120,10,145,6.13,9831,2.18,"Set Collection","Basic",19,"4"
"Ouro de Tolo",3,6,40,8,73,6.67,9832,1.17,"Hand Management, Push Your Luck, Set Collection","Family Games",11,"4"
"O'Connor's Offensive",2,2,180,12,72,6.72,9833,3.1,"Hexagon Grid","Wargames",37,"4"
"Universal Rule",3,5,45,8,73,6.65,9834,2.67,"Hand Management","Basic",5,"4"
"Iron Curtain: Central Europe, 1945-1989",1,2,0,0,40,7.87,9835,2.6,"Dice Rolling, Hexagon Grid","Wargames",2,"4"
"Battle for Baghdad",3,6,120,12,78,6.92,9836,2.83,"Area Movement, Auction,Bidding, Hand Management, Simulation, Variable Player Powers","Wargames",12,"4"
"Friedland 1807",0,0,0,0,37,8,9837,2.9,"Chit-Pull System, Hexagon Grid","Wargames",15,"4"
"Los Tesoros del Rey Pirata",2,4,45,10,78,7.7,9838,1.83,"Grid Movement, Hand Management, Set Collection, Variable Phase Order","Basic",5,"4"
"Monsters Ravage America",1,4,90,10,284,5.84,9839,2.19,"Not mentioned","Thematic Games",24,"3"
"Risk: The Dalek Invasion of Earth",2,5,120,10,176,6.13,9840,2.29,"Area Majority , Influence, Area Movement, Campaign , Battle Card Driven, Dice Rolling, Player Elimination","Basic",8,"4"
"Domain",2,2,15,8,173,6.13,9841,1.78,"Area Majority , Influence, Tile Placement","Abstract Games",40,"4"
"Tank on Tank: West Front",1,2,45,10,55,7.3,9842,1.71,"Chit-Pull System, Dice Rolling, Hexagon Grid","Wargames",7,"4"
"MedFront: War in North Africa 1940-43",2,2,180,12,119,6.33,9843,3.16,"Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation","Wargames",28,"4"
"Overlords of Infamy",1,5,90,13,149,7.24,9844,2.4,"Set Collection, Take That, Tile Placement, Worker Placement","Basic",5,"4"
"Triora: City of Witches",2,4,120,14,52,7.79,9845,3,"Area Majority , Influence, Set Collection, Variable Phase Order, Worker Placement","Basic",3,"4"
"An Attrition of Souls",2,2,90,14,41,7.88,9846,2.5,"Dice Rolling, Events, Movement Points, Point to Point Movement, Simulation, Tile Placement","Wargames",2,"4"
"Wadi",2,4,30,10,151,6.16,9847,2.32,"Area Majority , Influence, Modular Board","Basic",15,"4"
"Waving Hands",2,10,30,8,50,7.42,9848,2.78,"Action Queue, Paper-and-Pencil, Simultaneous Action Selection","Basic",45,"4"
"Jack The Ripper",2,2,120,12,65,6.87,9849,2.63,"Point to Point Movement, Secret Unit Deployment","Basic",39,"4"
"Warzoo",2,4,30,8,88,6.54,9850,1.5,"Hand Management, Variable Player Powers","Basic",7,"4"
"Kogworks",2,2,30,6,193,6.07,9851,1.55,"Tile Placement","Abstract Games",15,"4"
"None of a Kind",2,6,20,8,211,5.9,9852,1.27,"Pattern Building, Simultaneous Action Selection","Basic",11,"3"
"Autokrator",2,4,90,12,130,6.3,9853,2.46,"Area Majority , Influence, Area Movement, Hand Management, Secret Unit Deployment","Strategy Games, Thematic Games, Wargames",10,"4"
"The Suits: Season 2",2,2,10,10,41,7.54,9854,0,"Betting and Bluffing, Hand Management, Variable Player Powers","Basic",3,"4"
"Pictionary Mania",4,0,30,12,149,6.09,9855,1.77,"Acting, Line Drawing, Paper-and-Pencil, Team-Based Game","Basic",17,"4"
"The King Commands",2,6,30,10,265,5.92,9856,1.4,"Hand Management","Family Games",12,"3"
"Curli Kuller",2,4,20,5,77,6.61,9857,1,"Not mentioned","Children's Games",14,"4"
"Taiga",2,6,15,5,95,6.38,9858,1.11,"Memory, Set Collection","Basic",12,"4"
"Magnet",2,2,30,8,136,6.18,9859,2.33,"Grid Movement, Secret Unit Deployment","Abstract Games",14,"4"
"Dreary Hamlet",1,4,90,7,66,7.17,9860,2.33,"Dice Rolling","Basic",6,"4"
"Before There Were Stars...",3,6,60,10,95,6.57,9861,1,"Dice Rolling, Storytelling","Basic",4,"4"
"Kullerhexe",2,5,20,6,75,6.59,9862,1.5,"Not mentioned","Basic",6,"4"
"Comic Hunters",1,4,60,14,39,8.71,9863,1.5,"Auction: Turn Order Until Pass, Card Drafting, Hand Management, Set Collection","Basic",2,"5"
"Code Cracker",1,6,30,8,177,5.99,9864,1.23,"Dice Rolling, Push Your Luck","Family Games",15,"3"
"Deus Ex Machina",2,4,45,10,88,6.74,9865,1.85,"Card Drafting, Set Collection, Variable Player Powers, Worker Placement","Family Games, Strategy Games",6,"4"
"ReCURRRing",3,5,30,8,73,6.76,9866,1,"Not mentioned","Basic",6,"4"
"Saikoro",2,2,10,8,75,6.64,9867,1.56,"Map Reduction, Modular Board","Abstract Games",15,"4"
"ElfBall",2,2,75,0,71,7.09,9868,2.88,"Dice Rolling, Hexagon Grid, Simulation","Strategy Games",15,"4"
"Wanted 7",2,6,40,8,109,6.55,9869,1.43,"Auction,Bidding, Hand Management, Set Collection","Basic",5,"4"
"Terrain Vague",2,4,120,10,69,6.66,9870,3.25,"Action Points, Modular Board","Basic",29,"4"
"Rice Dice",1,5,45,10,153,6.12,9871,1.67,"Dice Rolling, Worker Placement","Basic",4,"4"
"Why I Otter",2,2,15,6,62,7.05,9872,1,"Rock-Paper-Scissors, Trick-taking","Basic",3,"4"
"Check Your 6! Jet Age",2,20,120,12,40,7.95,9873,3.11,"Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection","Wargames",12,"4"
"Champions of the Galaxy",1,4,30,10,64,8.19,9874,2.27,"Dice Rolling","Basic",36,"5"
"When Lions Sailed",2,4,240,10,55,7.11,9875,2.78,"Grid Movement","Wargames",11,"4"
"Guerra de Mitos IV",2,6,20,10,55,7.93,9876,2.33,"Set Collection","Basic",8,"4"
"Splut!",2,4,20,7,77,6.71,9877,2.47,"Not mentioned","Abstract Games",13,"4"
"Terra",3,6,30,8,508,5.71,9878,1.66,"Hand Management","Basic",19,"3"
"Gambler × Gamble!",3,4,30,10,76,6.68,9879,1,"Betting and Bluffing","Basic",6,"4"
"Perquackey",2,6,20,7,225,6.04,9880,1.61,"Dice Rolling","Basic",66,"4"
"Clocks",1,4,30,8,152,6.28,9881,1.79,"Auction,Bidding, Dice Rolling","Basic",10,"4"
"Strut!",2,5,20,0,98,6.66,9882,2.08,"Dice Rolling","Basic",15,"4"
"Days of Decision",2,7,360,12,119,6.3,9883,3.79,"Area-Impulse, Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection","Wargames",32,"4"
"Slavika",2,5,30,10,482,5.93,9884,2.24,"Area Majority , Influence, Hand Management","Family Games, Strategy Games",10,"3"
"Gauss",2,2,15,10,62,6.96,9885,1.75,"Pattern Building","Abstract Games",13,"4"
"Jitters",1,99,30,10,151,6.17,9886,1.3,"Dice Rolling","Basic",36,"4"
"Spearhead",2,6,120,12,79,6.68,9887,2.92,"Dice Rolling, Simulation, Simultaneous Action Selection","Wargames",27,"4"
"Black Seas",2,12,500,10,46,8.22,9888,3.43,"Dice Rolling, Measurement Movement, Scenario , Mission , Campaign Game, Simulation","Wargames",3,"5"
"Revanche",2,2,20,8,50,8.74,9889,1.5,"Hand Management, Memory","Basic",4,"5"
"Geek Out! Masters",1,4,15,0,55,7.04,9890,1.25,"Dice Rolling, Push Your Luck","Basic",5,"4"
"For the Queen",2,6,120,13,53,7.43,9891,1,"Communication Limits, Cooperative Game, Team-Based Game, Turn Order: Pass Order","Basic",3,"4"
"Blacksmith Brothers",2,4,90,12,60,7.12,9892,2.17,"Set Collection, Worker Placement","Basic",6,"4"
